,user_id,business_id,predicted_rating
0,--2HUmLkcNHZp0xw6AMBPg,VOKCaJMMSpAGgrx2RG7Ueg,4.999999999286943
1,--2HUmLkcNHZp0xw6AMBPg,5pEQwYimyfp5wpeudYNahw,4.99999999865437
2,--2HUmLkcNHZp0xw6AMBPg,gJvkbZHUxwfNO5YMp_a4cA,4.9999999984637205
3,--2HUmLkcNHZp0xw6AMBPg,d6kfTFKpKJX93qAEPhBGAg,4.999999998450949
4,--2HUmLkcNHZp0xw6AMBPg,wuMtOi-Q0VPDTVC9O442dA,4.999999998344739
5,--2HUmLkcNHZp0xw6AMBPg,nCEomY3N-sYkoUhIrlMbzQ,4.999999998282206
6,--2HUmLkcNHZp0xw6AMBPg,I02fZsl5otCPP1XRu0y40Q,4.999999998266848
7,--2HUmLkcNHZp0xw6AMBPg,JrgbxRuZePOaUgCVbGtDYA,4.999999998146777
8,--2HUmLkcNHZp0xw6AMBPg,toBMu3SXZn-dpdmVrPe4aQ,4.999999998117246
9,--2HUmLkcNHZp0xw6AMBPg,BEa6aAWLqdGWEPmzCzSrnQ,4.9999999980999
10,--4rAAfZnEIAKJE80aIiYg,VOKCaJMMSpAGgrx2RG7Ueg,4.999999999277869
11,--4rAAfZnEIAKJE80aIiYg,5pEQwYimyfp5wpeudYNahw,4.999999998635926
12,--4rAAfZnEIAKJE80aIiYg,gJvkbZHUxwfNO5YMp_a4cA,4.999999998490894
13,--4rAAfZnEIAKJE80aIiYg,d6kfTFKpKJX93qAEPhBGAg,4.999999998467896
14,--4rAAfZnEIAKJE80aIiYg,wuMtOi-Q0VPDTVC9O442dA,4.999999998356625
15,--4rAAfZnEIAKJE80aIiYg,nCEomY3N-sYkoUhIrlMbzQ,4.999999998282987
16,--4rAAfZnEIAKJE80aIiYg,I02fZsl5otCPP1XRu0y40Q,4.99999999826702
17,--4rAAfZnEIAKJE80aIiYg,toBMu3SXZn-dpdmVrPe4aQ,4.999999998156014
18,--4rAAfZnEIAKJE80aIiYg,JrgbxRuZePOaUgCVbGtDYA,4.999999998151924
19,--4rAAfZnEIAKJE80aIiYg,BEa6aAWLqdGWEPmzCzSrnQ,4.99999999814306
20,--Nnm_506G_p8MxAOQna5w,VOKCaJMMSpAGgrx2RG7Ueg,4.999999999283561
21,--Nnm_506G_p8MxAOQna5w,5pEQwYimyfp5wpeudYNahw,4.999999998655303
22,--Nnm_506G_p8MxAOQna5w,d6kfTFKpKJX93qAEPhBGAg,4.999999998488982
23,--Nnm_506G_p8MxAOQna5w,gJvkbZHUxwfNO5YMp_a4cA,4.99999999847232
24,--Nnm_506G_p8MxAOQna5w,wuMtOi-Q0VPDTVC9O442dA,4.999999998372532
25,--Nnm_506G_p8MxAOQna5w,nCEomY3N-sYkoUhIrlMbzQ,4.999999998255076
26,--Nnm_506G_p8MxAOQna5w,I02fZsl5otCPP1XRu0y40Q,4.999999998247967
27,--Nnm_506G_p8MxAOQna5w,aTlN0kN0gLycCd4uV1GmHw,4.9999999981329415
28,--Nnm_506G_p8MxAOQna5w,toBMu3SXZn-dpdmVrPe4aQ,4.9999999981261025
