,user_id,business_id,predicted_rating
0,--cd_gA-9Q8gM9P2cTxEsQ,3qTSOuJ-ZyU1L7o62KHSIg,4.071632114138923
1,--cd_gA-9Q8gM9P2cTxEsQ,Bo3dqwrjRbGFDf3S59HzDQ,4.070622859982065
2,--cd_gA-9Q8gM9P2cTxEsQ,nu-DHeDtxnOW5vYj93dGPQ,4.070543021370898
3,--cd_gA-9Q8gM9P2cTxEsQ,KVpvE6pOPM9KMvak4HFsNg,4.0704952971695905
4,--cd_gA-9Q8gM9P2cTxEsQ,KMWaFPLvtY-TCOoqMmkoyQ,4.0703963912096555
5,--cd_gA-9Q8gM9P2cTxEsQ,mISfQv_it_TCXpFf4BFzaw,4.070393338208128
6,--cd_gA-9Q8gM9P2cTxEsQ,165eSyTOWmpfDfWDXo4f6A,4.070346808847165
7,--cd_gA-9Q8gM9P2cTxEsQ,PqgYvanI0nZnMeh7tgr2gw,4.070297670753149
8,--cd_gA-9Q8gM9P2cTxEsQ,qaNt4vtVdge_S68DVjw5Jg,4.070272403504573
9,--cd_gA-9Q8gM9P2cTxEsQ,YLc7Djf3GsC8IT84YkZMzw,4.070178310304286
10,-1wbglcr6x1qrUbqP1YAIA,j87_0kpKjsRx-EKHmOW6VQ,4.559442371110096
11,-1wbglcr6x1qrUbqP1YAIA,yAD9A-b31CCnaF43mTsYJQ,4.556753713336809
12,-1wbglcr6x1qrUbqP1YAIA,tkDBNAV71Sp7LlWKEhtZUA,4.554273615254573
13,-1wbglcr6x1qrUbqP1YAIA,2DIQm_EDH7d422g6HxoTDA,4.554060040001711
14,-1wbglcr6x1qrUbqP1YAIA,Nri8ZIsZGGdel0PBRIm6tw,4.5537595620682065
15,-1wbglcr6x1qrUbqP1YAIA,9tKazRXjY6fkhlntKgFn_Q,4.553420355698901
16,-1wbglcr6x1qrUbqP1YAIA,MFgcXs8uHFXdSjcgldMx1Q,4.552040891581457
17,-1wbglcr6x1qrUbqP1YAIA,JYCL0ThG7Xw5KDfyVDgb7A,4.551988093405089
18,-1wbglcr6x1qrUbqP1YAIA,b959iSBSYuuhtiEmv6VIQA,4.551636735988225
19,-1wbglcr6x1qrUbqP1YAIA,UGzM80mYQ-dU7VaZTr8x5w,4.5509485721600225
20,-3PTUP443q6hQESLKSu95w,aFHhlNjp1nLd-2Ql8cfZkA,4.24548893222404
21,-3PTUP443q6hQESLKSu95w,-Py4QGu7Z2MaN7IZkwKQfg,4.239581840200321
22,-3PTUP443q6hQESLKSu95w,cIX8h9_IrzU_-4TGXGM0fQ,4.236363819656524
23,-3PTUP443q6hQESLKSu95w,UMc0iSJMk5g2Py9AFBJdKQ,4.2349230942962945
24,-3PTUP443q6hQESLKSu95w,7ZTtS5tg43N4V7ghZ60HzA,4.233385048241152
25,-3PTUP443q6hQESLKSu95w,Jzyca_4320DP6XiOiIFSMQ,4.233348567544021
26,-3PTUP443q6hQESLKSu95w,ZAu2dg-4mwCy20biGgmV1A,4.232727201875125
27,-3PTUP443q6hQESLKSu95w,ydj6cSmcOM_jVYJLkHzdOA,4.232656487700384
28,-3PTUP443q6hQESLKSu95w,0QjROMVW9ACKjhSEfHqNCQ,4.232279492143987
29,-3PTUP443q6hQESLKSu95w,V1FSee0pZ-yReDQ28SAO3g,4.232168073064083
30,-83s33R6DAJKlc6C5Wqzwg,aPIowUY3jp8ZGTlFoAMw_Q,4.126566272312486
31,-83s33R6DAJKlc6C5Wqzwg,lUstDPzw7aEmnHoR2L_SYw,4.123577265368511
32,-83s33R6DAJKlc6C5Wqzwg,CE1h6I0204noLhq7N-x36g,4.119293313987173
33,-83s33R6DAJKlc6C5Wqzwg,Wn19QCVh-FdYFw06HfvJaA,4.118324859392367
34,-83s33R6DAJKlc6C5Wqzwg,v9P-qBwGI7Axt3-RwcjPQQ,4.114524008524167
35,-83s33R6DAJKlc6C5Wqzwg,hjABTon2vVSrfjL5o9_CGw,4.113392224341897
