,user_id,business_id,predicted_rating
0,--2HUmLkcNHZp0xw6AMBPg,3IkqoL5Wbmh7XSo7a30R8w,4.578021048461403
1,--2HUmLkcNHZp0xw6AMBPg,4_Ye_9x3dyMK-cfCBZrBRg,4.551985672341469
2,--2HUmLkcNHZp0xw6AMBPg,k-771ytdXmdz7xvqyemI2Q,4.536037664908955
3,--2HUmLkcNHZp0xw6AMBPg,EE_CKAAq7_oL7jfxmUKhuw,4.535260963532381
4,--2HUmLkcNHZp0xw6AMBPg,Q08j1Ywri0YUHo-qLKi80g,4.534759698907634
5,--2HUmLkcNHZp0xw6AMBPg,ytrjNSTjtkBopBLtHDSnlQ,4.527032403291918
6,--2HUmLkcNHZp0xw6AMBPg,V0GHF8CkhOovDeQKCn7YQg,4.526138138794394
7,--2HUmLkcNHZp0xw6AMBPg,HzV-HumF0lauBXlxUh-YDQ,4.523163562531598
8,--2HUmLkcNHZp0xw6AMBPg,MKgbcPLevq-0H5Kv4Ui8jQ,4.522596802889112
9,--2HUmLkcNHZp0xw6AMBPg,muzZW1AqlfdWGMND0jf_kw,4.521695569517119
10,-0IiMAZI2SsQ7VmyzJjokQ,lQAGjzAA_D5d3i93xndl9w,4.028363426375149
11,-0IiMAZI2SsQ7VmyzJjokQ,LyunOKCJ30PVfAis--hs4A,4.027907715895198
12,-0IiMAZI2SsQ7VmyzJjokQ,H-SO-RdX_umCon5hwRsYww,4.026919915270923
13,-0IiMAZI2SsQ7VmyzJjokQ,gKyL027VFgv8_SxOe4FSig,4.025227972367524
14,-0IiMAZI2SsQ7VmyzJjokQ,CtgkC2uKfncBLlCPBeUKvw,4.024515161230112
15,-0IiMAZI2SsQ7VmyzJjokQ,GEBr0EYXIr6kc-q8zy-bHw,4.023288944664076
16,-0IiMAZI2SsQ7VmyzJjokQ,Hh4qRAOswrmBNWt3wPn8rw,4.022533876018323
17,-0IiMAZI2SsQ7VmyzJjokQ,N78PcCeySOP0JhBoECMERg,4.022142929269233
18,-0IiMAZI2SsQ7VmyzJjokQ,k5tFwpKne0zxWf-hCK9yMg,4.021837861519588
19,-0IiMAZI2SsQ7VmyzJjokQ,vfn-BKoMtOG6bf-QoU5b6Q,4.021609548252566
20,-0udWcFQEt2M8kM3xcIofw,1VQJyXwDakcHa-RZUCUe9w,4.016575994636918
21,-0udWcFQEt2M8kM3xcIofw,u2Qbg858NZUEPPr-7V4WqA,4.016531002313308
22,-0udWcFQEt2M8kM3xcIofw,KLzY7jmq6tnqN1E_JBkyLw,4.016426026456626
23,-0udWcFQEt2M8kM3xcIofw,EhmrRPBVGj1JGQd1hgCy5Q,4.016262109799617
24,-0udWcFQEt2M8kM3xcIofw,5QkfMhF0KgK28hMYOKngRw,4.0160335980884145
25,-0udWcFQEt2M8kM3xcIofw,6lQ3UqvSOeJeftCaHHi5-w,4.015914146304533
26,-0udWcFQEt2M8kM3xcIofw,qdUCIK49pCS7BfDEClpdhQ,4.015291886765261
27,-0udWcFQEt2M8kM3xcIofw,Ou86-U4_LyA7Hni0yJQfzA,4.0152149647445246
28,-0udWcFQEt2M8kM3xcIofw,8sDDWbI9pUXy2DEc7n5Zhw,4.014557882197416
29,-0udWcFQEt2M8kM3xcIofw,eGlfYt8q8qzmsieAO0HkNw,4.014152353093131
30,-55DgUo52I3zW9RxkZ-EAQ,Ir3vifQE5zVAMYQgA6ywhw,4.792796747051096
31,-55DgUo52I3zW9RxkZ-EAQ,LylKfh7M8yEUZX28H3-9Eg,4.792796747051096
32,-55DgUo52I3zW9RxkZ-EAQ,JO4sPU5rd1Fa-B0aaycUXg,4.7883380659372765
33,-55DgUo52I3zW9RxkZ-EAQ,ySadcUjDMymiVZNx2dmQgA,4.788232622587924
34,-55DgUo52I3zW9RxkZ-EAQ,6CPdIWgbsyd0yX_QSInURw,4.788134962590003
35,-55DgUo52I3zW9RxkZ-EAQ,h2oprNvLk2-GHgS6gu1NVA,4.787209102695831
36,-55DgUo52I3zW9RxkZ-EAQ,ov7eBYWcLqNll8NB0F22-Q,4.786953181902106
37,-55DgUo52I3zW9RxkZ-EAQ,RWAgNm7kFVhr69XEZsccYw,4.78647135575096
38,-55DgUo52I3zW9RxkZ-EAQ,D4PAk2q6XslzxTNfpLpJkg,4.786402050067591
39,-55DgUo52I3zW9RxkZ-EAQ,OHlcS2LLLy11dYMLEjCeEg,4.78635020631992
40,-5bReXfVdisgTglJvGasnQ,J968Wrg9WcGGneRVwDBGMA,4.380248032448751
41,-5bReXfVdisgTglJvGasnQ,oq3_SSdu6ivLRjlZ4utOVg,4.376836252716498
42,-5bReXfVdisgTglJvGasnQ,V9Yta_aOk2-bQm5PiYhOsQ,4.375215131413846
43,-5bReXfVdisgTglJvGasnQ,ygKRVzf8aOwqh78pbuRBgg,4.375215131413846
44,-5bReXfVdisgTglJvGasnQ,lTtnQdlpOgeg-RNwXILjfA,4.37477679624344
45,-5bReXfVdisgTglJvGasnQ,BT3FODHtRnTn_WI4RQbVdw,4.369339383069373
46,-5bReXfVdisgTglJvGasnQ,Ob_CKnQTeNAHQ4ncGrtgmQ,4.367820024032029
47,-5bReXfVdisgTglJvGasnQ,ltWlvxGu8iKjyYxLIZAYXw,4.3673626425514875
48,-5bReXfVdisgTglJvGasnQ,6a63cLJVCYR6YMc1RmsUSg,4.366987852344588
49,-5bReXfVdisgTglJvGasnQ,D0VxKGcR19vKkoycyrNrHQ,4.366809704835526
50,-6RNPFZBxJ9ZOZvJbgJKrg,LIs_sUMReSn8BOmeLn_XvA,4.374820554972672
51,-6RNPFZBxJ9ZOZvJbgJKrg,gQnOzzIX94qZBzyYExlM0A,4.3735266979115135
52,-6RNPFZBxJ9ZOZvJbgJKrg,wO_mCbiatcDhjWzsF19GvA,4.372333820367105
53,-6RNPFZBxJ9ZOZvJbgJKrg,lH1WyBjyrIlWjYvKmaKctg,4.371401864925139
54,-6RNPFZBxJ9ZOZvJbgJKrg,rLX33sjOL3n4g_VqLpJZWA,4.370766649676841
55,-6RNPFZBxJ9ZOZvJbgJKrg,0KpoeCt1E-SQsUBwtjLAEw,4.370685123548258
56,-6RNPFZBxJ9ZOZvJbgJKrg,P_8w8zNsJVAGueCaDJTpGg,4.370044597036649
57,-6RNPFZBxJ9ZOZvJbgJKrg,ESinwiCgoJNG-tMWxVQhqQ,4.369783296711759
58,-6RNPFZBxJ9ZOZvJbgJKrg,B5-3q-cz_WbquVxAeBeKJw,4.368794017534182
59,-6RNPFZBxJ9ZOZvJbgJKrg,WaTXG26xbOGffSscvyr-wQ,4.368758658561586
60,-7DuFiNbBt_KdVdvrjIKeA,eS29S_06lvsDW04wVrIVxg,4.382154176348701
61,-7DuFiNbBt_KdVdvrjIKeA,z6-reuC5BYf_Rth9gMBfgQ,4.380880923588096
62,-7DuFiNbBt_KdVdvrjIKeA,PVTfzxu7of57zo1jZwEzkg,4.380502849456327
63,-7DuFiNbBt_KdVdvrjIKeA,u-SJ5QUwrNquL9VnXwl8cg,4.380492952333029
